permit_no,well_id,year,sampling_date,pH,chloride,nitrate_n,cadmium,arsenic,cyanide,mercury,organic_p,diazinon,parathion,phenol,lead,chromium,TCE,PCE,TCA_111,judgment,exceeded,source,remark
W201110010,F-620,2022,2022-10-15,8.2,7.2,0.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2022 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201110010,F-620,2024,2024-10-15,8.2,7.2,0.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2024 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201110010,F-620,2025,2025-11-05,8.2,7.2,0.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2025 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); NO3 매칭 채취일 추정 (하반기, NO3=0.6↔0.6, Δ=0.00)"
W201110012,F-618,2022,2022-10-15,7.7,15.1,4.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2022 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201110012,F-618,2024,2024-10-15,7.7,15.1,4.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2024 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201110012,F-618,2025,2025-04-23,7.7,15.1,4.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2025 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); NO3 매칭 채취일 추정 (상반기, NO3=4.4↔3.7, Δ=0.70)"
W201110013,F-619,2022,2022-10-15,8.2,17.1,3.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2022 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201110013,F-619,2024,2024-10-15,8.2,17.1,3.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2024 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201110013,F-619,2025,2025-10-20,8.2,17.1,3.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2025 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); NO3 매칭 채취일 추정 (하반기, NO3=3.2↔2.9, Δ=0.30)"
W201120016,F-625,2019,2019-10-15,7.9,5.8,불검출,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201120016,F-625,2022,2022-10-21,7.7,5,0.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
W201120016,F-625,2025,2025-11-21,8.1 ,5.3 ,0.6 ,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,,,서귀포DB(정기검사),
W201120017,F-626,2019,2019-10-15,7.4,5.3,0.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201120017,F-626,2022,2022-10-21,7.5,7.8,3.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
W201120017,F-626,2025,2025-11-28,7.6 ,8.3 ,4.3 ,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,,,서귀포DB(정기검사),
W201210002,F-630,2022,2022-10-15,8.1,13.3,5.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2022 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210002,F-630,2024,2024-10-15,8.1,13.3,5.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2024 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210002,F-630,2025,2025-05-27,8.1,13.3,5.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2025 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); NO3 매칭 채취일 추정 (상반기, NO3=5.2↔3.5, Δ=1.70)"
W201210003,F-631,2022,2022-10-15,6.9,10,3.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2022 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210003,F-631,2024,2024-10-15,6.9,10,3.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2024 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210003,F-631,2025,2025-04-17,6.9,10,3.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2025 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); NO3 매칭 채취일 추정 (상반기, NO3=3.7↔3.4, Δ=0.30)"
W201210004,F-628,2022,2022-10-15,7.8,17.3,11.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2022 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210004,F-628,2023,2023-10-15,7.7,17.6,11.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210004,F-628,2024,2024-10-15,7.8,17.3,11.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2024 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210004,F-628,2025,2025-05-29,7.8,17.3,11.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2025 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); NO3 매칭 채취일 추정 (상반기, NO3=11.2↔10.9, Δ=0.30)"
W201210005,F-629,2022,2022-10-15,8,13.8,3.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2022 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210005,F-629,2023,2023-10-15,7.9,10.7,3.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210005,F-629,2024,2024-10-15,8,13.8,3.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2024 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210005,F-629,2025,2025-11-18,8,13.8,3.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2025 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); NO3 매칭 채취일 추정 (하반기, NO3=3.1↔3.7, Δ=0.60)"
W201210009,F-638,2022,2022-10-15,8.5,19.3,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2022 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210009,F-638,2024,2024-10-15,8.5,19.3,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2024 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210009,F-638,2025,2025-05-19,8.5,19.3,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2025 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); NO3 매칭 채취일 추정 (상반기, NO3=0.3↔0.4, Δ=0.10)"
W201210010,F-639,2022,2022-10-15,7.9,14.2,3.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2022 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210010,F-639,2024,2024-10-15,7.9,14.2,3.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2024 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210010,F-639,2025,2025-11-05,7.9,14.2,3.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2025 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); NO3 매칭 채취일 추정 (하반기, NO3=3.6↔3.7, Δ=0.10)"
W201210011,F-637,2022,2022-10-15,8,23.7,14.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2022 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210011,F-637,2024,2024-10-15,8,23.7,14.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2024 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210011,F-637,2025,2025-10-21,8,23.7,14.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2025 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); NO3 매칭 채취일 추정 (하반기, NO3=14.1↔13.5, Δ=0.60)"
W201210012,F-640,2022,2022-10-15,8.4,7.2,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2022 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210012,F-640,2024,2024-10-15,8.4,7.2,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2024 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210012,F-640,2025,2025-04-24,8.4,7.2,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2025 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); NO3 매칭 채취일 추정 (상반기, NO3=0.3↔0.2, Δ=0.10)"
W201210014,F-621,2022,2022-10-15,8.5,18.6,4.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2022 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210014,F-621,2024,2024-10-15,8.5,18.6,4.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2024 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201210014,F-621,2025,2025-10-15,8.5,18.6,4.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2025 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); NO3 매칭 채취일 추정 (하반기, NO3=4.6↔4.2, Δ=0.40)"
W201220032,F-636,2019,2019-10-15,7.2,8.8,0.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201220032,F-636,2022,2022-10-07,7.8,9.3,2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
W201220032,F-636,2025,2025-12-03,7.9 ,6.8 ,1.3 ,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,,,서귀포DB(정기검사),
W201220033,F-634,2019,2019-10-15,7.8,8.3,0.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201220033,F-634,2022,2022-10-06,7.9,7.7,0.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
W201220033,F-634,2025,2025-11-21,8.0 ,7.6 ,1.0 ,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,,,서귀포DB(정기검사),
W201220034,F-632,2019,2019-10-15,8.4,9.7,0.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201220034,F-632,2021,2021-11-19,8.4,10.4,1.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
W201220034,F-632,2024,2024-11-11,8.7,8.7,0.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(수소이온농도),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=0.8↔0.8, Δ=0.00)"
W201220035,F-633,2019,2019-10-15,8.4,7.7,2.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201220035,F-633,2021,2021-11-19,8.4,16.3,1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
W201220035,F-633,2024,2024-11-04,8.7,16.6,1.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(수소이온농도),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=1.1↔1.1, Δ=0.00)"
W201220040,F-622,2019,2019-10-15,7.6,28.6,13.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
W201220040,F-622,2022,2022-02-09,7,33.1,26.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
W201220040,F-622,2025,2025-11-17,8.1 ,17.6 ,4.4 ,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,,,서귀포DB(정기검사),
