timestamp,file,permit_no,well_id,year,month,old_value,new_value,action
20260515_052104,usage_montly_2016.csv,D199930026,F-366,2016,2,,5200,added_jeju
20260515_052104,usage_montly_2016.csv,D199930026,F-366,2016,3,,3251,added_jeju
20260515_052104,usage_montly_2016.csv,D199930026,F-366,2016,4,,3381,added_jeju
20260515_052104,usage_montly_2016.csv,D199930026,F-366,2016,5,,3387,added_jeju
20260515_052104,usage_montly_2016.csv,D199930026,F-366,2016,6,,4857,added_jeju
20260515_052104,usage_montly_2016.csv,D199930026,F-366,2016,7,,3175,added_jeju
20260515_052104,usage_montly_2016.csv,D199930026,F-366,2016,8,,9360,added_jeju
20260515_052104,usage_montly_2016.csv,D199930026,F-366,2016,9,,13999,added_jeju
20260515_052104,usage_montly_2016.csv,D199930026,F-366,2016,10,,9467,added_jeju
20260515_052104,usage_montly_2016.csv,D199930026,F-366,2016,11,,2795,added_jeju
20260515_052104,usage_montly_2016.csv,D199930026,F-366,2016,12,,6614,added_jeju
20260515_052104,usage_montly_2016.csv,D199930038,F-381,2016,1,,6132,added_jeju
20260515_052104,usage_montly_2016.csv,D199930038,F-381,2016,2,,9410,added_jeju
20260515_052104,usage_montly_2016.csv,D199930038,F-381,2016,3,,8453,added_jeju
20260515_052104,usage_montly_2016.csv,D199930038,F-381,2016,4,,13166,added_jeju
20260515_052104,usage_montly_2016.csv,D199930038,F-381,2016,5,,11111,added_jeju
20260515_052104,usage_montly_2016.csv,D199930038,F-381,2016,6,,1416,added_jeju
20260515_052104,usage_montly_2016.csv,D199930038,F-381,2016,7,,1220,added_jeju
20260515_052104,usage_montly_2016.csv,D199930038,F-381,2016,8,,5936,added_jeju
20260515_052104,usage_montly_2016.csv,D199930038,F-381,2016,9,,3593,added_jeju
20260515_052104,usage_montly_2016.csv,D199930038,F-381,2016,10,,821,added_jeju
20260515_052104,usage_montly_2016.csv,D199930038,F-381,2016,11,,1098,added_jeju
20260515_052104,usage_montly_2016.csv,D199930038,F-381,2016,12,,1063,added_jeju
20260515_052104,usage_montly_2016.csv,D199930045,F-371,2016,1,,10932,added_jeju
20260515_052104,usage_montly_2016.csv,D199930045,F-371,2016,2,,11329,added_jeju
20260515_052104,usage_montly_2016.csv,D199930045,F-371,2016,3,,10896,added_jeju
20260515_052104,usage_montly_2016.csv,D199930045,F-371,2016,4,,13531,added_jeju
20260515_052104,usage_montly_2016.csv,D199930045,F-371,2016,5,,14257,added_jeju
20260515_052104,usage_montly_2016.csv,D199930045,F-371,2016,6,,16739,added_jeju
20260515_052104,usage_montly_2016.csv,D199930045,F-371,2016,7,,13576,added_jeju
20260515_052104,usage_montly_2016.csv,D199930045,F-371,2016,8,,21580,added_jeju
20260515_052104,usage_montly_2016.csv,D199930045,F-371,2016,9,,18087,added_jeju
20260515_052104,usage_montly_2016.csv,D199930045,F-371,2016,10,,11902,added_jeju
20260515_052104,usage_montly_2016.csv,D199930045,F-371,2016,11,,11134,added_jeju
20260515_052104,usage_montly_2016.csv,D199930045,F-371,2016,12,,10846,added_jeju
20260515_052104,usage_montly_2016.csv,D199930047,R-008,2016,1,,429,added_jeju
20260515_052104,usage_montly_2016.csv,D199930047,R-008,2016,2,,569,added_jeju
20260515_052104,usage_montly_2016.csv,D199930047,R-008,2016,3,,90,added_jeju
20260515_052104,usage_montly_2016.csv,D199930047,R-008,2016,4,,686,added_jeju
20260515_052104,usage_montly_2016.csv,D199930047,R-008,2016,5,,465,added_jeju
20260515_052104,usage_montly_2016.csv,D199930047,R-008,2016,6,,657,added_jeju
20260515_052104,usage_montly_2016.csv,D199930047,R-008,2016,7,,475,added_jeju
20260515_052104,usage_montly_2016.csv,D199930047,R-008,2016,8,,2146,added_jeju
20260515_052104,usage_montly_2016.csv,D199930047,R-008,2016,9,,2754,added_jeju
20260515_052104,usage_montly_2016.csv,D199930047,R-008,2016,10,,1313,added_jeju
20260515_052104,usage_montly_2016.csv,D199930047,R-008,2016,11,,333,added_jeju
20260515_052104,usage_montly_2016.csv,D199930047,R-008,2016,12,,691,added_jeju
20260515_052104,usage_montly_2016.csv,D199930048,F-372,2016,1,,3935,added_jeju
20260515_052104,usage_montly_2016.csv,D199930048,F-372,2016,2,,4772,added_jeju
20260515_052104,usage_montly_2016.csv,D199930048,F-372,2016,3,,4820,added_jeju
20260515_052104,usage_montly_2016.csv,D199930048,F-372,2016,4,,5214,added_jeju
20260515_052104,usage_montly_2016.csv,D199930048,F-372,2016,5,,3018,added_jeju
20260515_052104,usage_montly_2016.csv,D199930048,F-372,2016,6,,3879,added_jeju
20260515_052104,usage_montly_2016.csv,D199930048,F-372,2016,7,,4935,added_jeju
20260515_052104,usage_montly_2016.csv,D199930048,F-372,2016,8,,6582,added_jeju
20260515_052104,usage_montly_2016.csv,D199930048,F-372,2016,9,,6804,added_jeju
20260515_052104,usage_montly_2016.csv,D199930048,F-372,2016,10,,6185,added_jeju
20260515_052104,usage_montly_2016.csv,D199930048,F-372,2016,11,,5980,added_jeju
20260515_052104,usage_montly_2016.csv,D199930048,F-372,2016,12,,6099,added_jeju
20260515_052104,usage_montly_2016.csv,D199930049,R-009,2016,1,,4923,added_jeju
20260515_052104,usage_montly_2016.csv,D199930049,R-009,2016,2,,10176,added_jeju
20260515_052104,usage_montly_2016.csv,D199930049,R-009,2016,3,,3580,added_jeju
20260515_052104,usage_montly_2016.csv,D199930049,R-009,2016,4,,5904,added_jeju
20260515_052104,usage_montly_2016.csv,D199930049,R-009,2016,5,,1333,added_jeju
20260515_052104,usage_montly_2016.csv,D199930049,R-009,2016,6,,230,added_jeju
20260515_052104,usage_montly_2016.csv,D199930049,R-009,2016,7,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D199930049,R-009,2016,8,,3816,added_jeju
20260515_052104,usage_montly_2016.csv,D199930049,R-009,2016,9,,5090,added_jeju
20260515_052104,usage_montly_2016.csv,D199930049,R-009,2016,10,,1948,added_jeju
20260515_052104,usage_montly_2016.csv,D199930049,R-009,2016,11,,46,added_jeju
20260515_052104,usage_montly_2016.csv,D199930049,R-009,2016,12,,161,added_jeju
20260515_052104,usage_montly_2016.csv,D199930060,F-373,2016,1,,7113,added_jeju
20260515_052104,usage_montly_2016.csv,D199930060,F-373,2016,2,,7851,added_jeju
20260515_052104,usage_montly_2016.csv,D199930060,F-373,2016,3,,6417,added_jeju
20260515_052104,usage_montly_2016.csv,D199930060,F-373,2016,4,,9212,added_jeju
20260515_052104,usage_montly_2016.csv,D199930060,F-373,2016,5,,12675,added_jeju
20260515_052104,usage_montly_2016.csv,D199930060,F-373,2016,6,,5058,added_jeju
20260515_052104,usage_montly_2016.csv,D199930060,F-373,2016,7,,3237,added_jeju
20260515_052104,usage_montly_2016.csv,D199930060,F-373,2016,8,,3564,added_jeju
20260515_052104,usage_montly_2016.csv,D199930060,F-373,2016,9,,17968,added_jeju
20260515_052104,usage_montly_2016.csv,D199930060,F-373,2016,10,,14375,added_jeju
20260515_052104,usage_montly_2016.csv,D199930060,F-373,2016,11,,13510,added_jeju
20260515_052104,usage_montly_2016.csv,D199930060,F-373,2016,12,,10997,added_jeju
20260515_052104,usage_montly_2016.csv,D199930064,F-377,2016,1,,17328,added_jeju
20260515_052104,usage_montly_2016.csv,D199930064,F-377,2016,2,,5809,added_jeju
20260515_052104,usage_montly_2016.csv,D199930064,F-377,2016,3,,2621,added_jeju
20260515_052104,usage_montly_2016.csv,D199930064,F-377,2016,4,,3723,added_jeju
20260515_052104,usage_montly_2016.csv,D199930064,F-377,2016,5,,3950,added_jeju
20260515_052104,usage_montly_2016.csv,D199930064,F-377,2016,6,,3320,added_jeju
20260515_052104,usage_montly_2016.csv,D199930064,F-377,2016,7,,4895,added_jeju
20260515_052104,usage_montly_2016.csv,D199930064,F-377,2016,8,,18585,added_jeju
20260515_052104,usage_montly_2016.csv,D199930064,F-377,2016,9,,20597,added_jeju
20260515_052104,usage_montly_2016.csv,D199930064,F-377,2016,10,,2618,added_jeju
20260515_052104,usage_montly_2016.csv,D199930064,F-377,2016,11,,3024,added_jeju
20260515_052104,usage_montly_2016.csv,D199930064,F-377,2016,12,,3973,added_jeju
20260515_052104,usage_montly_2016.csv,D199930075,F-367,2016,1,,4019,added_jeju
20260515_052104,usage_montly_2016.csv,D199930075,F-367,2016,2,,6132,added_jeju
20260515_052104,usage_montly_2016.csv,D199930075,F-367,2016,3,,3905,added_jeju
20260515_052104,usage_montly_2016.csv,D199930075,F-367,2016,4,,4956,added_jeju
20260515_052104,usage_montly_2016.csv,D199930075,F-367,2016,5,,4039,added_jeju
20260515_052104,usage_montly_2016.csv,D199930075,F-367,2016,6,,4306,added_jeju
20260515_052104,usage_montly_2016.csv,D199930075,F-367,2016,7,,4866,added_jeju
20260515_052104,usage_montly_2016.csv,D199930075,F-367,2016,8,,7982,added_jeju
20260515_052104,usage_montly_2016.csv,D199930075,F-367,2016,9,,10605,added_jeju
20260515_052104,usage_montly_2016.csv,D199930075,F-367,2016,10,,4848,added_jeju
20260515_052104,usage_montly_2016.csv,D199930075,F-367,2016,11,,3336,added_jeju
20260515_052104,usage_montly_2016.csv,D199930075,F-367,2016,12,,5183,added_jeju
20260515_052104,usage_montly_2016.csv,D199930079,S-012,2016,1,,12,added_jeju
20260515_052104,usage_montly_2016.csv,D199930079,S-012,2016,2,,10,added_jeju
20260515_052104,usage_montly_2016.csv,D199930079,S-012,2016,3,,12,added_jeju
20260515_052104,usage_montly_2016.csv,D199930079,S-012,2016,4,,12,added_jeju
20260515_052104,usage_montly_2016.csv,D199930079,S-012,2016,5,,12,added_jeju
20260515_052104,usage_montly_2016.csv,D199930079,S-012,2016,6,,10,added_jeju
20260515_052104,usage_montly_2016.csv,D199930079,S-012,2016,7,,12,added_jeju
20260515_052104,usage_montly_2016.csv,D199930079,S-012,2016,8,,10,added_jeju
20260515_052104,usage_montly_2016.csv,D199930079,S-012,2016,9,,12,added_jeju
20260515_052104,usage_montly_2016.csv,D199930079,S-012,2016,10,,10,added_jeju
20260515_052104,usage_montly_2016.csv,D199930079,S-012,2016,11,,12,added_jeju
20260515_052104,usage_montly_2016.csv,D199930079,S-012,2016,12,,10,added_jeju
20260515_052104,usage_montly_2016.csv,D199930080,S-013,2016,1,,7866,added_jeju
20260515_052104,usage_montly_2016.csv,D199930080,S-013,2016,2,,12828,added_jeju
20260515_052104,usage_montly_2016.csv,D199930080,S-013,2016,3,,316,added_jeju
20260515_052104,usage_montly_2016.csv,D199930080,S-013,2016,4,,1278,added_jeju
20260515_052104,usage_montly_2016.csv,D199930080,S-013,2016,5,,591,added_jeju
20260515_052104,usage_montly_2016.csv,D199930080,S-013,2016,6,,220,added_jeju
20260515_052104,usage_montly_2016.csv,D199930080,S-013,2016,7,,187,added_jeju
20260515_052104,usage_montly_2016.csv,D199930080,S-013,2016,8,,17479,added_jeju
20260515_052104,usage_montly_2016.csv,D199930080,S-013,2016,9,,5714,added_jeju
20260515_052104,usage_montly_2016.csv,D199930080,S-013,2016,10,,6633,added_jeju
20260515_052104,usage_montly_2016.csv,D199930080,S-013,2016,11,,8442,added_jeju
20260515_052104,usage_montly_2016.csv,D199930080,S-013,2016,12,,8804,added_jeju
20260515_052104,usage_montly_2016.csv,D200010005,F-399,2016,1,,15436,added_jeju
20260515_052104,usage_montly_2016.csv,D200010005,F-399,2016,2,,14969,added_jeju
20260515_052104,usage_montly_2016.csv,D200010005,F-399,2016,3,,15243,added_jeju
20260515_052104,usage_montly_2016.csv,D200010005,F-399,2016,4,,16682,added_jeju
20260515_052104,usage_montly_2016.csv,D200010005,F-399,2016,5,,16205,added_jeju
20260515_052104,usage_montly_2016.csv,D200010005,F-399,2016,6,,17163,added_jeju
20260515_052104,usage_montly_2016.csv,D200010005,F-399,2016,7,,16624,added_jeju
20260515_052104,usage_montly_2016.csv,D200010005,F-399,2016,8,,16838,added_jeju
20260515_052104,usage_montly_2016.csv,D200010005,F-399,2016,9,,16830,added_jeju
20260515_052104,usage_montly_2016.csv,D200010005,F-399,2016,10,,16407,added_jeju
20260515_052104,usage_montly_2016.csv,D200010005,F-399,2016,11,,17004,added_jeju
20260515_052104,usage_montly_2016.csv,D200010005,F-399,2016,12,,16645,added_jeju
20260515_052104,usage_montly_2016.csv,D200010006,F-402,2016,1,,3657,added_jeju
20260515_052104,usage_montly_2016.csv,D200010006,F-402,2016,2,,3565,added_jeju
20260515_052104,usage_montly_2016.csv,D200010006,F-402,2016,3,,4042,added_jeju
20260515_052104,usage_montly_2016.csv,D200010006,F-402,2016,4,,5927,added_jeju
20260515_052104,usage_montly_2016.csv,D200010006,F-402,2016,5,,4804,added_jeju
20260515_052104,usage_montly_2016.csv,D200010006,F-402,2016,6,,6215,added_jeju
20260515_052104,usage_montly_2016.csv,D200010006,F-402,2016,7,,2304,added_jeju
20260515_052104,usage_montly_2016.csv,D200010006,F-402,2016,8,,13279,added_jeju
20260515_052104,usage_montly_2016.csv,D200010006,F-402,2016,9,,14208,added_jeju
20260515_052104,usage_montly_2016.csv,D200010006,F-402,2016,10,,2175,added_jeju
20260515_052104,usage_montly_2016.csv,D200010006,F-402,2016,11,,1690,added_jeju
20260515_052104,usage_montly_2016.csv,D200010006,F-402,2016,12,,1828,added_jeju
20260515_052104,usage_montly_2016.csv,D200010009,S-016,2016,1,,8495,added_jeju
20260515_052104,usage_montly_2016.csv,D200010009,S-016,2016,2,,8638,added_jeju
20260515_052104,usage_montly_2016.csv,D200010009,S-016,2016,3,,7733,added_jeju
20260515_052104,usage_montly_2016.csv,D200010009,S-016,2016,4,,9021,added_jeju
20260515_052104,usage_montly_2016.csv,D200010009,S-016,2016,5,,8505,added_jeju
20260515_052104,usage_montly_2016.csv,D200010009,S-016,2016,6,,8981,added_jeju
20260515_052104,usage_montly_2016.csv,D200010009,S-016,2016,7,,9254,added_jeju
20260515_052104,usage_montly_2016.csv,D200010009,S-016,2016,8,,13871,added_jeju
20260515_052104,usage_montly_2016.csv,D200010009,S-016,2016,9,,10955,added_jeju
20260515_052104,usage_montly_2016.csv,D200010009,S-016,2016,10,,9417,added_jeju
20260515_052104,usage_montly_2016.csv,D200010009,S-016,2016,11,,9660,added_jeju
20260515_052104,usage_montly_2016.csv,D200010009,S-016,2016,12,,9224,added_jeju
20260515_052104,usage_montly_2016.csv,D200010010,F-398,2016,1,,2785,added_jeju
20260515_052104,usage_montly_2016.csv,D200010010,F-398,2016,2,,2768,added_jeju
20260515_052104,usage_montly_2016.csv,D200010010,F-398,2016,3,,2675,added_jeju
20260515_052104,usage_montly_2016.csv,D200010010,F-398,2016,4,,3776,added_jeju
20260515_052104,usage_montly_2016.csv,D200010010,F-398,2016,5,,3969,added_jeju
20260515_052104,usage_montly_2016.csv,D200010010,F-398,2016,6,,4319,added_jeju
20260515_052104,usage_montly_2016.csv,D200010010,F-398,2016,7,,4355,added_jeju
20260515_052104,usage_montly_2016.csv,D200010010,F-398,2016,8,,12138,added_jeju
20260515_052104,usage_montly_2016.csv,D200010010,F-398,2016,9,,6844,added_jeju
20260515_052104,usage_montly_2016.csv,D200010010,F-398,2016,10,,4627,added_jeju
20260515_052104,usage_montly_2016.csv,D200010010,F-398,2016,11,,4383,added_jeju
20260515_052104,usage_montly_2016.csv,D200010010,F-398,2016,12,,4350,added_jeju
20260515_052104,usage_montly_2016.csv,D200010011,F-397,2016,1,,2957,added_jeju
20260515_052104,usage_montly_2016.csv,D200010011,F-397,2016,2,,2874,added_jeju
20260515_052104,usage_montly_2016.csv,D200010011,F-397,2016,3,,2966,added_jeju
20260515_052104,usage_montly_2016.csv,D200010011,F-397,2016,4,,3310,added_jeju
20260515_052104,usage_montly_2016.csv,D200010011,F-397,2016,5,,4155,added_jeju
20260515_052104,usage_montly_2016.csv,D200010011,F-397,2016,6,,5206,added_jeju
20260515_052104,usage_montly_2016.csv,D200010011,F-397,2016,7,,4252,added_jeju
20260515_052104,usage_montly_2016.csv,D200010011,F-397,2016,8,,7197,added_jeju
20260515_052104,usage_montly_2016.csv,D200010011,F-397,2016,9,,3679,added_jeju
20260515_052104,usage_montly_2016.csv,D200010011,F-397,2016,10,,3222,added_jeju
20260515_052104,usage_montly_2016.csv,D200010011,F-397,2016,11,,3246,added_jeju
20260515_052104,usage_montly_2016.csv,D200010011,F-397,2016,12,,3609,added_jeju
20260515_052104,usage_montly_2016.csv,D200010012,F-400,2016,1,,5084,added_jeju
20260515_052104,usage_montly_2016.csv,D200010012,F-400,2016,2,,5789,added_jeju
20260515_052104,usage_montly_2016.csv,D200010012,F-400,2016,3,,5389,added_jeju
20260515_052104,usage_montly_2016.csv,D200010012,F-400,2016,4,,6081,added_jeju
20260515_052104,usage_montly_2016.csv,D200010012,F-400,2016,5,,6048,added_jeju
20260515_052104,usage_montly_2016.csv,D200010012,F-400,2016,6,,7155,added_jeju
20260515_052104,usage_montly_2016.csv,D200010012,F-400,2016,7,,6493,added_jeju
20260515_052104,usage_montly_2016.csv,D200010012,F-400,2016,8,,9174,added_jeju
20260515_052104,usage_montly_2016.csv,D200010012,F-400,2016,9,,12244,added_jeju
20260515_052104,usage_montly_2016.csv,D200010012,F-400,2016,10,,7045,added_jeju
20260515_052104,usage_montly_2016.csv,D200010012,F-400,2016,11,,6303,added_jeju
20260515_052104,usage_montly_2016.csv,D200010012,F-400,2016,12,,5463,added_jeju
20260515_052104,usage_montly_2016.csv,D200010013,F-401,2016,1,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200010013,F-401,2016,2,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200010013,F-401,2016,3,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200010013,F-401,2016,4,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200010013,F-401,2016,5,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200010013,F-401,2016,6,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200010013,F-401,2016,7,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200010013,F-401,2016,8,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200010013,F-401,2016,9,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200010013,F-401,2016,10,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200010013,F-401,2016,11,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200010013,F-401,2016,12,,534,added_jeju
20260515_052104,usage_montly_2016.csv,D200030016,R-012,2016,1,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030016,R-012,2016,2,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030016,R-012,2016,3,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030016,R-012,2016,4,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030016,R-012,2016,5,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030016,R-012,2016,6,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030016,R-012,2016,7,,162,added_jeju
20260515_052104,usage_montly_2016.csv,D200030016,R-012,2016,8,,404,added_jeju
20260515_052104,usage_montly_2016.csv,D200030016,R-012,2016,9,,1397,added_jeju
20260515_052104,usage_montly_2016.csv,D200030016,R-012,2016,10,,1206,added_jeju
20260515_052104,usage_montly_2016.csv,D200030016,R-012,2016,11,,779,added_jeju
20260515_052104,usage_montly_2016.csv,D200030016,R-012,2016,12,,763,added_jeju
20260515_052104,usage_montly_2016.csv,D200030017,R-013,2016,1,,7079,added_jeju
20260515_052104,usage_montly_2016.csv,D200030017,R-013,2016,2,,3964,added_jeju
20260515_052104,usage_montly_2016.csv,D200030017,R-013,2016,3,,2450,added_jeju
20260515_052104,usage_montly_2016.csv,D200030017,R-013,2016,4,,4327,added_jeju
20260515_052104,usage_montly_2016.csv,D200030017,R-013,2016,5,,7882,added_jeju
20260515_052104,usage_montly_2016.csv,D200030017,R-013,2016,6,,8541,added_jeju
20260515_052104,usage_montly_2016.csv,D200030017,R-013,2016,7,,6891,added_jeju
20260515_052104,usage_montly_2016.csv,D200030017,R-013,2016,8,,11555,added_jeju
20260515_052104,usage_montly_2016.csv,D200030017,R-013,2016,9,,10043,added_jeju
20260515_052104,usage_montly_2016.csv,D200030017,R-013,2016,10,,4852,added_jeju
20260515_052104,usage_montly_2016.csv,D200030017,R-013,2016,11,,4335,added_jeju
20260515_052104,usage_montly_2016.csv,D200030017,R-013,2016,12,,4093,added_jeju
20260515_052104,usage_montly_2016.csv,D200030018,A-002,2016,1,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030018,A-002,2016,2,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030018,A-002,2016,3,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030018,A-002,2016,4,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030018,A-002,2016,5,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030018,A-002,2016,6,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030018,A-002,2016,7,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030018,A-002,2016,8,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030018,A-002,2016,9,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030018,A-002,2016,10,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030018,A-002,2016,11,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030018,A-002,2016,12,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030032,F-422,2016,1,,2711,added_jeju
20260515_052104,usage_montly_2016.csv,D200030032,F-422,2016,2,,4066,added_jeju
20260515_052104,usage_montly_2016.csv,D200030032,F-422,2016,3,,3223,added_jeju
20260515_052104,usage_montly_2016.csv,D200030032,F-422,2016,4,,3779,added_jeju
20260515_052104,usage_montly_2016.csv,D200030032,F-422,2016,5,,3569,added_jeju
20260515_052104,usage_montly_2016.csv,D200030032,F-422,2016,6,,3840,added_jeju
20260515_052104,usage_montly_2016.csv,D200030032,F-422,2016,7,,3547,added_jeju
20260515_052104,usage_montly_2016.csv,D200030032,F-422,2016,8,,4107,added_jeju
20260515_052104,usage_montly_2016.csv,D200030032,F-422,2016,9,,4326,added_jeju
20260515_052104,usage_montly_2016.csv,D200030032,F-422,2016,10,,5358,added_jeju
20260515_052104,usage_montly_2016.csv,D200030032,F-422,2016,11,,4784,added_jeju
20260515_052104,usage_montly_2016.csv,D200030032,F-422,2016,12,,4887,added_jeju
20260515_052104,usage_montly_2016.csv,D200030033,F-409,2016,1,,2766,added_jeju
20260515_052104,usage_montly_2016.csv,D200030033,F-409,2016,2,,2879,added_jeju
20260515_052104,usage_montly_2016.csv,D200030033,F-409,2016,3,,3419,added_jeju
20260515_052104,usage_montly_2016.csv,D200030033,F-409,2016,4,,3217,added_jeju
20260515_052104,usage_montly_2016.csv,D200030033,F-409,2016,5,,2802,added_jeju
20260515_052104,usage_montly_2016.csv,D200030033,F-409,2016,6,,2923,added_jeju
20260515_052104,usage_montly_2016.csv,D200030033,F-409,2016,7,,2851,added_jeju
20260515_052104,usage_montly_2016.csv,D200030033,F-409,2016,8,,5625,added_jeju
20260515_052104,usage_montly_2016.csv,D200030033,F-409,2016,9,,14220,added_jeju
20260515_052104,usage_montly_2016.csv,D200030033,F-409,2016,10,,15766,added_jeju
20260515_052104,usage_montly_2016.csv,D200030033,F-409,2016,11,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030033,F-409,2016,12,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030034,F-420,2016,1,,1841,added_jeju
20260515_052104,usage_montly_2016.csv,D200030034,F-420,2016,2,,2632,added_jeju
20260515_052104,usage_montly_2016.csv,D200030034,F-420,2016,3,,3066,added_jeju
20260515_052104,usage_montly_2016.csv,D200030034,F-420,2016,4,,4429,added_jeju
20260515_052104,usage_montly_2016.csv,D200030034,F-420,2016,5,,4279,added_jeju
20260515_052104,usage_montly_2016.csv,D200030034,F-420,2016,6,,4396,added_jeju
20260515_052104,usage_montly_2016.csv,D200030034,F-420,2016,7,,3771,added_jeju
20260515_052104,usage_montly_2016.csv,D200030034,F-420,2016,8,,10975,added_jeju
20260515_052104,usage_montly_2016.csv,D200030034,F-420,2016,9,,6877,added_jeju
20260515_052104,usage_montly_2016.csv,D200030034,F-420,2016,10,,3791,added_jeju
20260515_052104,usage_montly_2016.csv,D200030034,F-420,2016,11,,2339,added_jeju
20260515_052104,usage_montly_2016.csv,D200030034,F-420,2016,12,,2768,added_jeju
20260515_052104,usage_montly_2016.csv,D200030035,F-421,2016,1,,2610,added_jeju
20260515_052104,usage_montly_2016.csv,D200030035,F-421,2016,2,,5808,added_jeju
20260515_052104,usage_montly_2016.csv,D200030035,F-421,2016,3,,6772,added_jeju
20260515_052104,usage_montly_2016.csv,D200030035,F-421,2016,4,,8636,added_jeju
20260515_052104,usage_montly_2016.csv,D200030035,F-421,2016,5,,9190,added_jeju
20260515_052104,usage_montly_2016.csv,D200030035,F-421,2016,6,,9283,added_jeju
20260515_052104,usage_montly_2016.csv,D200030035,F-421,2016,7,,9612,added_jeju
20260515_052104,usage_montly_2016.csv,D200030035,F-421,2016,8,,18138,added_jeju
20260515_052104,usage_montly_2016.csv,D200030035,F-421,2016,9,,10516,added_jeju
20260515_052104,usage_montly_2016.csv,D200030035,F-421,2016,10,,5974,added_jeju
20260515_052104,usage_montly_2016.csv,D200030035,F-421,2016,11,,4721,added_jeju
20260515_052104,usage_montly_2016.csv,D200030035,F-421,2016,12,,2544,added_jeju
20260515_052104,usage_montly_2016.csv,D200030036,F-408,2016,1,,14951,added_jeju
20260515_052104,usage_montly_2016.csv,D200030036,F-408,2016,2,,17275,added_jeju
20260515_052104,usage_montly_2016.csv,D200030036,F-408,2016,3,,23792,added_jeju
20260515_052104,usage_montly_2016.csv,D200030036,F-408,2016,4,,23570,added_jeju
20260515_052104,usage_montly_2016.csv,D200030036,F-408,2016,5,,19796,added_jeju
20260515_052104,usage_montly_2016.csv,D200030036,F-408,2016,6,,22955,added_jeju
20260515_052104,usage_montly_2016.csv,D200030036,F-408,2016,7,,21173,added_jeju
20260515_052104,usage_montly_2016.csv,D200030036,F-408,2016,8,,24560,added_jeju
20260515_052104,usage_montly_2016.csv,D200030036,F-408,2016,9,,30862,added_jeju
20260515_052104,usage_montly_2016.csv,D200030036,F-408,2016,10,,18101,added_jeju
20260515_052104,usage_montly_2016.csv,D200030036,F-408,2016,11,,17797,added_jeju
20260515_052104,usage_montly_2016.csv,D200030036,F-408,2016,12,,15066,added_jeju
20260515_052104,usage_montly_2016.csv,D200030037,F-407,2016,1,,10450,added_jeju
20260515_052104,usage_montly_2016.csv,D200030037,F-407,2016,2,,12313,added_jeju
20260515_052104,usage_montly_2016.csv,D200030037,F-407,2016,3,,9606,added_jeju
20260515_052104,usage_montly_2016.csv,D200030037,F-407,2016,4,,10334,added_jeju
20260515_052104,usage_montly_2016.csv,D200030037,F-407,2016,5,,9681,added_jeju
20260515_052104,usage_montly_2016.csv,D200030037,F-407,2016,6,,10201,added_jeju
20260515_052104,usage_montly_2016.csv,D200030037,F-407,2016,7,,9845,added_jeju
20260515_052104,usage_montly_2016.csv,D200030037,F-407,2016,8,,16398,added_jeju
20260515_052104,usage_montly_2016.csv,D200030037,F-407,2016,9,,19638,added_jeju
20260515_052104,usage_montly_2016.csv,D200030037,F-407,2016,10,,11764,added_jeju
20260515_052104,usage_montly_2016.csv,D200030037,F-407,2016,11,,11385,added_jeju
20260515_052104,usage_montly_2016.csv,D200030037,F-407,2016,12,,0,added_jeju
20260515_052104,usage_montly_2016.csv,D200030068,F-411,2016,1,,2833,added_jeju
20260515_052104,usage_montly_2016.csv,D200030068,F-411,2016,2,,4341,added_jeju
20260515_052104,usage_montly_2016.csv,D200030068,F-411,2016,3,,3612,added_jeju
